ID	Target	Tweet	Stance
648	god	...therefore God exists. The logic is inescapable!Oh, wait, no, I forgot... the difficulty of holding a belief has nothing to do with it's validity. Silly me!	AGAINST
649	god	 What Pyrus said. The Bible is proof of His existence.	FAVOR
650	god	 I'm pretty sure the secret number is 69.	AGAINST
651	god	"Your reasoning is nonsense and has no sound justification.What William Carroll reminds us , ÒSt. Thomas Aquinas developed an analysis of the doctrine of creation ex nihilo that remains one of the enduring accomplishments of Western culture. The key to Aquinas' analysis is the distinction he draws between creation and change. The natural sciences, whether Aristotelian or those of our own day, have as their subject the world of changing things: from sub-atomic particles to acorns to galaxies. Whenever there is a change there must be something that changes. The Greeks are right: from nothing, nothing comes; that is, if the verb ""to come"" means a change. All change requires an underlying material reality.Creation, on the other hand, is the radical causing of the whole existence of whatever exists. To cause completely something to exist is not to produce a change in something, is not to work on or with some already existing material. If, in producing something new, an agent were to use something already existing, the agent would not by itself be the complete cause of the new thing. But such a complete causing is precisely what creation is. To create is to give existence, and all things are totally dependent upon God for the very fact that they are. God does not take nothing and make something out of ""it."" Rather, anything left entirely to itself, separated from the cause of its existence, would be absolutely nothing. Creation is not some distant event; it is the continuing, complete causing of the existence of everything that is. Creation, thus, is a subject for metaphysics and theology, not for the natural sciences.What is essential to Christian faith, according to Aquinas, is the ""fact of creation,"" not the manner or mode of the formation of the world. Aquinas' firm adherence to the truth of Scripture without falling into the trap of literalistic readings of the text offers valuable correction for exegesis of the Bible which concludes that one must choose between the literal interpretation of the Bible and modern science. For Aquinas, the literal meaning of the Bible is what God, its author, intends the words to mean. The literal sense of the text includes metaphors, similes, and other figures of speech useful to accommodate the truth of the Bible to the understanding of its readers. For example, when one reads in the Bible that God stretches out His hand, one ought not think that God has a hand. The literal meaning of such passages concerns God's power, not His anatomy. Nor ought one think that the six days at the beginning of Genesis literally refer to God's acting in time, for God's creative act is instantaneous.ÓRecent speculations that the universe began as ""quantum tunneling from nothing"" reaffirm the ancient Greek principle that you cannot get something from nothing. For the ""vacuum"" of modern particle physics, whose ""fluctuation"" some see as bringing our universe into existence, is not absolutely nothing. It is not anything like our present universe, but it still is something. Or else, how could it fluctuate?  Even if the universe were the result of the fluctuation of a primal vacuum, it would not be a self-creating universe. The need to explain the existence of things does not disappear.So to say that matter cannot be created or destroyed just indicates its within a closed system and has no bearing on whether God brought it into existence or not.  "	FAVOR
652	god	Saying that   god   doesn't exist because he does not step in and counteract problems that humans have brought on themselves is an unreasonable statement. I'm not saying that the that the people that are dying in Africa deserve to die to to genocide or starvation or anything else. I am saying that since god gave man and women free will the things that befall us are the doings of man. We create starvation and war and   poverty  . Since god gave us free will humans choose their own path whether it is for the bettering of man or for the worsening. It is not his choices that put people in these situations but our own. Why would he step in and   change   thing when we have the power to change things for ourselves. We create our own world not god he just gave us the power to do so.	FAVOR
653	god	"This ties in nicely with my perception of there only being NOW. The past is forever gone except for ""memories""(not so reliable memories) I NOW have and the future has not arrived except for hopes and plans I have NOW that it will arrive in a way I would like it to. But in reality I wave only this milli micro moment to DO anything that might create a future NOW.As the   bible   put it.These three remain FAITH - that what I now think I remember actually was HOPE - that what I wantand am now planning will actually occurand LOVE and the greatest of these is love because it is what I can do NOW based on my memory of a past to create the future I am hoping will come into existence."	FAVOR
654	god	There is a God and he lives in all of us.	FAVOR
655	god	"I'm afraid ""conventional wisdom"" isn't a very firm basis on which to rest an argument. ""Conventional wisdom"" has held a lot of things which turned out to be wrong. Moreover, it is not clear that the conventional wisdom cited here is in fact universal to the human species (and even if it were, so what? Humankind can't be wrong?). I would suspect that this is a cultural, not a species, assumption. An idea, for example, which had been dominant in the West was that of the great chain of being, where all things were connected in this chain, and related things looked like one another. Thus, in the Renaissance walnuts were thought to be good for treating problems with the brain because they resembled human brains. An even bigger objection is that the claim that things tend to ""reflect"" their source seems to be inaccurate. It is also a vague phrase that can probably be shifted in ways that make it impossible to disprove, but let's leave that aside. The examples given here really stack the deck. For any one exmaple of how a thing looks like its source, I could likely give 10 examples of things that do not. Knowledge looks nothing like the books from which it was obtained; books look nothing like trees; trees look nothing like acorns; acorns, in turn, look nothing like trees, nor like sunlight, water, or nutrients. I shouldn't have to belabor the obvious here - claiming that things resemble their sources is such a vague claim that it is largely meaningless, and if the claim is made more specific, it becomes less apparent that this is something we should assume, ""conventional wisdom"" or not. Without this very problematic assumption, there is no argument. The American atheists must really be slacking off if they haven't registered an objection to this ""argument"" yet."	AGAINST
656	god	Exactly	AGAINST
657	god	of course he is just have faith it will help you in the end i hope you people who say no dont burn i shall pray 4 u so ok	FAVOR
658	god	Ever heard of St. Vitus' Dance?	AGAINST
659	god	Stop down voting me i like having a debate but if everytime I leave a comment you down vote I'm just going to stop. i have stopped down voting you. It's almost an unfair format in here being one of the few and only conservative Christians in this entire CreateDebate it's like being fed to the Lions. That's why any conservative in here gets jumped all over, there's nothing to argue agianst when all of you our on the same belief. You guys need someone like me to make it interesting.	FAVOR
660	god	"Much of the understanding of scientific logic here is incorrect. The very laws of physics are based on theory. We can measure but based on presuppositions. For example: we know that gravity existence, but we presuppose the theory's of how gravity came into being. Thus Gravity is still a theory. Through Physics we have discovered that the earth is fine tuned for life to exist. Mathematically life elsewhere is improbable  There are very few facts of   science   much more theories. Perhaps there needs to be studying more on these aspects and let the evidence lead you to a conclusion rather than searching for a conclusion to meet your belieifs.  There is good research by Michael Behe ""irreducible complexity"", and the Robin Collins ""Fine tuning."" If there is going to be a debate there needs to be a better knowledge of scientific exploration and theory. Some scientist to read- Michael Ruse (  evolution  ), David Berlinski , Rick Larson, Gregory a. Boyd, Johnathan Wells "	FAVOR
661	god	"There is no evidence to support any god. it is that plain and simple. Like Carol Sagan said ""Extraordinary claims require extraordinary evidence"" For the claim that there is an almighty supreme being there should be all kinds of evidence, but there isn't a shred of evidence."	AGAINST
662	god	"""1. You do not have instrumentation that can detect them and and relay that information in a manner that our 5 senses can sense them.""yes, that is true... however considering that we know that there are radio broadcasts going on near by (even though I do not have my cell phone on me I know that it gets a signal where I am sitting) I don't think that it is unreasonable to assume that there are radio waves passing through me right now.""2. If you do not have that instrumentation tuned into the frequency those   energy   signals are transmitting on.""That is a strange way to put it... but again, yes.""3. There may be many other energy waves than radio tv infra red ultra violet light rays.""getting stranger now, but also true... there are sound waves to consider for one.""Thought waves for example, we cannot even read thought waves""Que?  It depends on what you mean by 'Thought Waves'... if you are talking about the frequency of electrical signals traveling through the brain you are correct in that we cannot 'read' them.  We can detect them but we cannot interpret them.""who knows what other energy signals are out there that we simply cannot detect withn our current detection facilities.""Also true, however that reasoning allows for an infinite number of possibilities...  We 'could' be organic robots controlled by tachyon signals being projected from Saturn.""Just because you don't know its there does not mean it doesn't exist.""Can't the same thing be said for Unicorns and underwear gnomes?"	AGAINST
663	god	I understand how life is capable on Earth. I don't mean to boast, but I've taken AP Physics and AP Biology, as well as a year of honors Chemistry and Honors Biology freshman year- I'm well versed in the sciences (And I hope to go into medicine or mechanics!) Therefore, I'm fairly certain I know how there is life on Earth.But we don't know why life is here! God always was and always will be. He is a complete enigma and a mystery to the human race. Any attempt to explain who He is and why He did the things He did is impossible.	FAVOR
664	god	the only way we know it exists is because of the impact it has on space around it....much like Gd and satan!    /	FAVOR
665	god	The evidence suggests that God does not exist in the sense that my dog exists but that he does exist in the sense that my love for my dog exists.Love is real. God is real	FAVOR
666	god	So you're attempting to use the bible as a reliable source for the bible? Are you serious?	AGAINST
667	gayRights	"Ok, ANOTHER ""accredited   college  "" with a pretty evident anti gay stance. They just say it really nice. Gay families raise   children   to be more likely to have sex earlier and declare their ""gayness"". WHERE? And WHOM?They site no studies that are non-Christian but just scientific research. At least they don't give a free pass to hetro's by saying ALL children are best served in a family with a MARRIED mommy and daddy. Ugh, there's no end to this debate. I just don't get WHY I have to debate ANYTHING about my persoanl, and VERY private life. Who has the right to debate ME about ME? How can you tell ME I am wrong about me? I know me...even I tried to not be how I am...but after the 2nd wonderful time of being raped by God loving males who knew it was their duty to ""bring me around"", I let it be, I accepted me as God child, no more, no less. "	FAVOR
668	gayRights	"so do people wake up one morning and deside, hey, im going to like people of blank gender!no, they do not. you start getting crushes and likeing people in pre-school, what could have already influenced them by then? they havent been exposed to sex or anything, they dont know what ""gay"" is, so how can they be influenced or choose?"	FAVOR
669	gayRights	You want a 1 year old child in an orphanage to decide? Why not let them vote, drink, smoke, drive and do other things then... please, they are children and not old enough to make such choices! Plus, do you really think that a child would rather stay in an orphanage than be loved by 2 people in a home where they have family... even if that family is 2 men? I have friends (heterosexuals) who just adopted a 2 year old child because they cannot have kids... that child has some issues, but is so happy to no longer be in an orphanage!	FAVOR
670	gayRights	"I'm genuinely astonished that people seriously:1. think it is rational that a book written by human beings could actually represent the views of God, and reasonable to use the Bible as a literal supernatural rendering of right and wrong. All religious texts are an expression of human values, specifically those of the authors. It is a noble endeavor to engage questions of morality. I think it is hubris if people aren't deeply troubled about using a book written by human beings as the basis for claims about God. 2. I'm also astonished by people who use the Bible as an expression of God's will so easily ignore the things that don't trouble them, like Paul's instruction that women should cover their heads in church (and keep their mouths shut, by the way), while being so certain that homosexuality is a sin and going to great lengths to shame, stereotype (in many cases, commit false witness against - intentionally, or, through their lack of education about these issues, unintentionally), and discriminate against gays and lesbians.I pray for the day when it is no longer acceptable for people to deny responsibility for their beliefs or actions by saying ""well, that's what the Bible says, that's what I was taught is true.""  We can and must do better than this for the sake of humanity."	FAVOR
671	gayRights	"Because of all the ""rules and regulations"", and headache that comes with being a gay parent, there doesn't really seem to be too many of them.  But I promise this, you can mark a tally under the yes column when the research does start.  I know I did the best I could regardless of my home situation."	FAVOR
672	gayRights	"Yes, there is very likely choice involved for SOME people who fall more towards the middle of Kinsey's spectrum of orientation.  But the further one falls toward either end of the spectrum, the less choice is involved.  I think this is one of the difficulties gay people face in society.  There are a significant number of people, both in straight and gay relationships, who honestly recognize that they DID have a choice -- they COULD have fallen in love with someone of either gender.  These people are bisexual, even if they do not personally identify as such.  And many of them, both gay- and straight-identifying, generalize their experience to the rest of the population and assume that, because THEY had a choice, EVERYONE ELSE must also have had the same choice, must have the same feelings they experience.  This presents a problem for the people at the far-end of the gay side of the spectrum.  People at the ""straight"" end are not hurt by the issue of ""choice"" -- they have society's official okey-dokey and often simply assume that people in same-gender relationships are just ""perverse"" and have decided for some inexplicable reason to do something that the straight-end folks cannot imagine doing.The people more towards the middle just assume that everyone had they same choice they did, and that therefore, they should simply accept the ""consequences"" of that ""choice.""The people at the far-end on the homosexual side, however, know that they didn't have a choice.  Nobody ever gave them a choice.  They've been this way for as long as they can remember, and yet they have all the other people pointing a finger at them and telling them they MUST have chosen to be this way.  Of COURSE they must have.I said somewhere else that it is very much like the story of the blind men and the elephant.  Each of us finds ourselves touching the elephant's trunk or leg or flank or tail, and assumes that everyone else MUST be sharing the same experience.Not true.  If we could all learn a little empathy and learn to take people at their word when they are describing their experience as very different from our own, the world could be a much more understanding place to live."	FAVOR
673	gayRights	"So what you are saying is that two men can never love each other in a romantic way? That they can never want to spend the rest of their lives together, through good times and bad, in sickness and in health? Why? What in your 18 years of life allows you to be so certain of this claim? Are all homosexuals who claim to be in love lying? And now you are calling me arrogant? I am not the one stepping on people's liberty? I am not the one who is calling an entire group of humanity Would you marry a man? Then why should a lesbian be forced to marry a man? To claim that you are not denying people rights is as ludacris as the argument segregationists used to keep interracial marriage illegal: ""we're not violating their rights, because no one can marry outside of their gender, not just blacks.""I have a problem with the fact that your only reasons stem from a 2,000 year old book, and not from reason. Should we make shellfish illegal? The bible says we should. How about the part of the Bible that says, when a man sleeps with his daughter they both should be put to death. Allow me to repeat that for you: if a little girl is raped by her dad, she should be killed. By basing your ideas on religion, and not reason, you are essentially creating a theocracy. Are you familiar with the first amendment?Congress shall make no law respecting an establishment of religionA law based on religious reasons is an establishment of religion by definition. Your definition of family is equally bullshit. If I had a religion that said black people were evil, could I make laws that would discriminate against them? Well your own church thought so up until the 1970s.Until you give me an actual reason as to why gays should not adopt, you are still a fool for denying Americans rights. Your failure to recognize love in more then the narrow forms that your religion defines shows both narrow mindedness and bigotry. I can say this and know that in no way am I being arrogant, because if you were to ask me why I believe any action is either moral or immoral, I could give you reasons, and not mindlessly quote some book. Whether I am right or wrong is certainly debatable, but at least I can back up my beliefs."	FAVOR
674	gayRights	Yea, before long strait kids will get picked on just for being strait. 0:	AGAINST
675	gayRights	"Children should not be subjects of a gay adoption experiment. Ken Connor, president of the Family Research Council - ""children are not guinea pigs and should not be used as pawns in some grand social experiment.	AGAINST
676	gayRights	"""Those who would reject this law find themselves in opposition to the Divine intent for mankind, a reality that every culture from the dawn of civilization has either recognized Ð or failed to acknowledge at its peril.""Oh, that's convenient.  All civilizations have condemned homosexuality.  And those that didn't... well, they died -because- they didn't condemn homosexuality.  The other civilizations fell for other reasons.As for past civilizations who did not condemn homosexuality... I'm currently doing research, and my list looks something like this:Zuni community (late 19th c.)Roman community (4th c.)Egypt (2600 B.C.)Mesopotamian codes (2375 B.C., 2100 B.C., 1750 B. C., 1726 B.C., circa 800 B.C.)Plato and other contemporary philosophers (4th c. B.C.)Classical Greek philosophers (Cicero and Curio, no date)Native Americans (1500s - 1800s at least)Not comprehensive in the least, and clearly not all civilizations condemned homosexuality."	FAVOR
677	gayRights	"Gay/Homosexual Serial Killers and number they killedJeffrey Dahmer 17 1978, 1988-91 Milwaukee Milwaukee and Chicago homosexual cannibal. He was killed by another inmate while in prison. 21 May 1960 28 November 1994Andrew Cunanan 5 1997 San Diego, Calif. Minnesota; Chicago, IL; South Beach, FL killed fashion designer Gianni Versace 31 August 1969 Gilles de Rais 300+ Luis Alfredo Garavito 140+ Colombia Colombia Gay serial killer who murdered over 140 boys in Columbia. Randy Steven Kraft 65 (Michael Swango 35 - 60 1983-97 Ohio, Illinois, New York, South Dakota, Virginia ""Doctor of Death"" -- killed hospital patients Andrei Chikatilo 52 Fritz Haarmann 40John Wayne Gacy 33 until 1978 Chicago Chicago bisexual; 27 of his victims (young boys he seduced) were found buried in crawlspace under his house. Executed in Joliet, IL. Patrick Wayne Kearney 28+ 1968 to 1977 Redondo Beach, Calif. gay cruising areas of Hollywood David D. Hill 28? 1968 to 1977 Redondo Beach, Calif. Hollywood Patrick Kearney's lover; confessed to being co-killer with Kearney, but   police   weren't sure about the extent of his involvement Hans Grans 27+ until 1924 Germany Germany accommplice and love of Haarmann, the ""Butcher Of Hanover"" Wayne Williams 27 1979-81 Atlanta Atlanta Gay serial killer who preyed mostly on young black male hustlers. Dean Corll 27 Elmer Wayne Henley 27 1960s to 1973 Bisexual. Victims were young boys who he kidnapped and tortured. David Owen Brooks 27 Donald Harvey 25 - 40Juan Corona 25 1971 From Mexico; moved to Yuba City, CA in 1950s Yuba City, Calif. Born in Mexico. All of his victims were men that he first raped, and then killed with a machete over the span of six weeks. Presently resides in Corcoran State Prison. Juan Corona's brother is Natividad, the gay, owner of the Guadalajara cafe in Marysville, CA. 1934 ( THIS ONE IS FROM MY NECK OF THE WOODS...NOT A FEW MILES FROM WHERE I WITNESSED THE MURDER OF JOHN DOE...AT LOMO CROSSING BETWEEN YUBA CITY AND LIVE OAK...STORY AT WWW.HOPE7.HIGHPOWERSITES.COM Adolfo de Jesus Constanzo 21Larry Eyler 19 1980s Chicago Illinois and Indiana Huang Yong 17+ 2001-2003 Henan Province, China Henan Province, China Gay. Executed. Murdered boys that he flirted with and picked up at   internet   cafes. Saved their belts as souvenirs. His 18th victim escaped, leading to his arrest. Dennis Nilsen 16 1978-83 U.K.  Marcelo Costa de Andrade 14 William Bonin 12+  Henry Lee Lucas 12+ Ottis Toole 12Vaughn Greenwood 11+ 1974-75 Los Angeles Richard Speck Cayetano Hernandez Eleazor Solis  David Bullock Vernon Butts Paul Bateson Marc Dutroux 6 1995-1996 Belgium Belgium Bisexual. He is unusual among gay serial killers, in that his victims were all girls, who he kidnapped and tortured before killing. One of most notorious serial killers in Belgium's history.Michael Terry Orville Lynn Majors Charles Cohen Arthur Gary Bishop 5 1984 Utah Utah Utah serial killer of young boys. Years before his   murder   spree, in 1978, he had been excommunicated from the LDS Church. Bishop was an active homosexual and was no longer a member of the LDS Church when he became a serial killer. Executed in Utah State Prison. He said of his crimes, ""With great sadness and remorse, I realize that I allowed myself to be misled by Satan. Pornography was not the only negative influence in my life, but its effect on me was devastating. I am a homosexual pedophile convicted of murder, and   pornography   was a determining factor in my downfall."" Michael Lupo 4+ 1986 from Italy London Peter Moore 4 1995 north Wales north Wales Westley Allan Dodd 3+ Washingon Washington, Oregon David P. Brown. Victims were all young boys. Charles Manson 3+ 1968-72 Los Angeles Los Angeles Bisexual. One of nation's most famous serial killers. Murdered actress Sharon Tate, the wife of film director Roman Polanski. Deeply interested in the occult. David Edward Maust 5+ 1981; 2003 Germany; Galveston, TX (1981); Hammond, IL (2003) Gay. Killed teenage boys, usually by stabbing Bruce Davis 2+ 1968-72 Los Angeles Los Angeles Charles Manson accomplice Erik Menendez 2 20 August 1989 Beverly Hills, CA Beverly Hills, CA with his straight brother Lyle, Erik killed his parents (Jose Menendez and Kitty Menendez).Although homosexual murderers of single victims are too numerous to list here, a number of particularly famous ones include: Nathan Leopold and Richard Loeb (the wealthy and academically bright gay Chicago couple who murdered a boy in 1924 just for fun; their story became one of the nation's most famous murder cases, and was the basis for many movies, including Hitchcock's film ""Rope""); Armin Meiwes (the sexually deviant German cannibal known as ""Der Metzgermeister"" - The Master Butcher, who met a victim over the Internet who he ate and killed); John E. du Pont (the gay member of the wealthy du Pont famil who shot Olympic wrestler David Schultz to death);and on and on"	AGAINST
678	gayRights	" Lets not distort Scripture. No where in scripture does it say ""hey everyone its ok to have sex with anyone and anything."" In fact the scriptures say the opposite. They donÕt even condone more than one partner. However though it is sin this does not mean anyone should hate over it. Scriptures tell the opposite of this too. Love the sinner, hate the sin. I have friends who were and are gay. Though I donÕt condone it, I often just share with them the love of Christ and let the Holy Spirit work in them. Ryan a friend from church uses to be gay. He still struggles sometimes, but now he has the strength of Christ. He also now has a family. He gave a speech once at church. It was beautiful. "	AGAINST
679	gayRights	"----------------------------Leviticus----------------------------Leviticus is commonly misinterpreted to refer to homosexuals with the following 2 verses:Leviticus 18:22: ""You shall not lie with a male as those who lie with a female; it is an abomination."" Leviticus 20:13: ""If a man lies with a male as those who lie with a woman, both of them have committed an abomination and they shall surely be put to death."" These verses have nothing to do with   homosexuality   when you look at the rest of Leviticus and other passages. Both of these verses refer to heterosexuals who participated in fertility rituals in order to guarantee good crops and healthy flocks, not homosexuals, there is absolutely no mention of sexual orientation or homosexuality. Also, the word abomination was used for anything that was considered to be religiously unclean or dealing with any type idol worship.The Hebrew word ""toevah"" was used in Leviticus 18:22 and Leviticus 20:13. ""Toevah"" has been translated in our Bibles as ""abomination"" or ""detestable"". The ""toevah"" was used throughout the Old Testament for activity involving ethnic contamination and   religious   idolatry. ""Toevah"" refers to things that were ritually unclean - like eating pork. It is significant that another Hebrew word, ""zimah,"" also translated ""abomination,"" which means intrinsic evil or evil by its very nature, was not used in Leviticus 18:22, or Leviticus 20:13.Notice that Lev. 18:2 deals with idolatry. In fact many of the prohibitions in the Holiness Code were connected with idolatrous practices, see 19:26-29.--------------------------------Romans--------------------------------This is another passage commonly taken out of context. Romans was not talking about homosexuality, it was referring to idolatrous practices and other sins. Letters from the Apostle Paul Romans 1:26-27If taken out of context, this passage seems to condemn homosexuals. However, when Romans 1:26-27 is considered within the context of Romans 1:16 through Romans 2:16, the Scriptures clearly present a different   teaching  . Paul was writing to the   church   in Rome. The Roman church had become troubled by divisions related to   spiritual   pride. Paul was addressing the Christians in Rome and teaching about the pagans in Rome. After declaring the   power   of Christ's gospel to save all, he pointed out that the religious people of Rome had refused to even acknowledge GOD as one of their many gods. They had turned their backs on the one true living God and worshiped handmade idols. Paul explained that as a result of their idolatry, every part of their lives had become corrupt and vile. Paul then told the Roman Christians that they were not to judge others. To judge others is to condemn yourself (Romans 2:1). Christians are to love others out of their brokenness and into the   healing   wholeness that is found in Jesus Christ. The Greek word Paul used, that has been translated in our Bibles as ""natural/unnatural"", relates to that which is against one's own inherent nature (i.e., heterosexuals engaging in   homosexual   acts). It was also related to Paul's concept of what was culturally acceptable. The same Greek word is used in I Cor. 11:14-15 in reference to correct hair length for men and women and in Gal. 2:15 in reference to Jews and Gentiles who were such by ""nature."" Paul emphasized that IDOLATRY (not homosexuality) was the evil which resulted in temple prostitution, sadomasochism, and lack of regard for others. "	FAVOR
680	gayRights	"""Rational moral truth is based on the observation that people are all basically the same, that they have the same fundamental physical, psychological, and spiritual needs (by ""spiritual"" I do NOT mean, religious or supernatural. I merely mean needs that are not physical).""This understanding of human sameness or shared anthropology is incomplete precisely because you leave out the actual spiritual element of man yet give the illusion that it is included.  The idea that all people are basically the same, i.e.. created equal (again something only guaranteed  by God), is a Biblical idea.  One could suppose that in a modern rationalistic society why would we put so much stock in a principle from a ""dusty old book?""  Perhaps because this dusty old book is right.  You include the physical, biological or bodily part of man (Gk. Soma) and the psychological part (Gk.psyche), but by defining spiritual by something that it is not you actually fail to give an adequate definition which is to state which that thing is.  Equating spiritual needs to ""merely...needs that are not physical"" fails to distinguish between what is actually a spiritual need and what could also be a emotional need or a psychological need which can also not be considered physical in the biological sense.  The implication of this vaguely communicated idea of spiritual need actually leaves out the real essence of spiritual need.  This is necessary to fit the paradigm of ""live and let live"" because such a structure of apparent moral law fails to account for the totality of the human experience not just in the individual human experience but in the communal as well.  It is incapable of doing so because the motive is not the ultimate concern for the common good but an excuse of the individual to unconcern them self with the good of the other.  As the concept ""live and let live"" is shaped by the humanistic framework of individuals operating as laws unto themselves, it fails.  When, as was originally meant in the phrase ""live and let live,"" it is to literally do unto others as you would have them do unto you there is a change for hope.  Here the common good and the good of the neighbor is established.  It is not about how little should be done (tolerate, mind your own business about the life of others) but what should be done (how can I love my neighbor in this circumstance, what does it mean to love my neighbor?).  This is the a central teaching of Jesus Christ and of Christianity.  The modern   evolution   of the idiom however, has scarce remembrances of this original meaning and fails precisely because, again, it does not take into account the breadth of human experience both individually and communally (and is unequipped to address the full experience because its own ethos makes such parts and judgments of others off limits) and has no concern for the common good (because likewise the good cannot be established because the ethos of the modern ""live and let live"" make such judgments impossible).  I should clarify by judgments I don't intend to imply being judgmental  but rather only the ability to judge whether the actions, motives and intentions of the other are morally right or wrong according to the Good.  Compare:""Live and let live, i.e. Do as you would be done by...""-1678, English Proverbs""Live and let live is a pretty good philosophy. If the guy in the next lane isn't buckled up, why not leave him alone?"" (2001, Washington Times)Both quotes acquired from the The Oxford Dictionary of Proverbs.[See also my other post, ""Christ...fully reveals man to himself.""]Secondly, you further beg the question, i.e. provide a circular argument, by stating that live and let live is good because watching people live and let live (without the ability to harm others) is good because you have observed it so.  You then conclude, therefore, that homosexuality is not morally wrong.  This is Non Sequitur; where the logic of your agrument does not follow from the premise to the conclusion offered.  Peace and Happy New Year,Spencer"	AGAINST
681	gayRights	"""It hurts families, the more gay marriage the less families there will be""Well what did you mean by this statement? How does gay marriage being legal mean less families?"	FAVOR
682	gayRights	I don't mind being down voted generally, especially if I'm being an ass, have tons of grammar errors, or if someone is arguing against my points.But a down vote on a post like this with no rebuttal is kind of ridiculous.	FAVOR
683	gayRights	Do you want to see two men or 2 women kissing in public , think like god for a minute?	AGAINST
684	gayRights	He did gives us God's plan for marriage - see Matthew 19. He makes it very clear that marriage -as designed by the Creator and the Sovereign of the Universe - that marriage is a lifelong, monogamous, sexual union between one man and one woman.Jesus said nothing about a lot of things. The absence of specific statements about specific things cannot reasonably be extrpolated to infer He had no opinion, as can be seen by the example just given.	AGAINST
685	gayRights	I'm not a chore, nor was I acting like one. See, you never said why or how I was a chore. That makes for a weak argument.	AGAINST
686	gayRights	Can you prove that it is mythology?	AGAINST
687	gayRights	that Florida has no problem with gay foster parents only with gay   adoption  . It's not about whats good for the child but, like   gay marriage  , being hung-up on a word.	FAVOR
688	gayRights	"I've been reading the opposite side with a lot of interest and just like I expected, people have brought in a whole array of ""issues"" they have about homosexuality.First I read about how the motives of the gay person are selfishMy response: WHO CARES? I see an old lady crossing the street. I help her cross over. Did I do it because I truly cared for her or did I do cause I wanted to feel good about myself? Does it matter? As long as I didn't help her because I wanted to steal her purse in the process then where is the harm???? So what if gays want to satisfy their parental instincts by caring for a child? How does that undermine the care and the love? Don't straight couples do the same? How many times have I heard straight couples saying that they will have children because that ""completes the family"", that they can't wait to be great mums or great dads. That's selfish too isn't it? But is it wrong? Hell no! I would be worried of someone didn't have that streak of selfishness in them. In my opinion, the people that make the best parents are the ones that wanted to be parents in the first place. Not just procreate, but BE PARENTS afterward. Here we have people that are begging to be parents and we're telling them ""you can't! we'd rather leave the kids in the orphanage than give them to you!""Then it's about how it is unnatural for them to become parents because by definition they would be required to do something that is unnatural for them Right, so, should we exclude all infertile individuals from the right to adopt?Because the above argument basically implies that inability to conceive/procreate equals inability to perform as a parent, because nature didn't want you to become one in the first place. Isn't that ridiculous? The fact that we have children in foster care proves that the ability to conceive/procreate does not equal the ability to become a parent. So the two are clearly not cross linked.Then it's about how it is no one's right to adopt because the only person that has authority over a child is the biological parent - only they can ""appoint"" someone to look after their childSomeone actually used the word ""property"", the child is the property of the biological parents and no institution should ever have the right bypass them and give the child to someone else. Since when are human beings ""property""?As a parent, all you have, is the responsibility to raise the child and provide for it. That's all you have. You don't posses a child. No one has possession of another human being, however young. Now, I know for a fact that adoption agencies always look for people in the immediate or larger family that would foster the child. It's only when they have exhausted all those possibilities that the child is put up for adoption. In other words, no one in the family has offered to take over the responsibility! So it is then in the hands of the agency to find suitable parents from the general public. Let's be realistic, the family has absolved itself, or is not existent, or is mentally incapable. Now, I'm not saying everybody else then has the right to be their parent. But I think they do have the right to at least apply for the role, whether gay or straight. But the child is going to be bullied!Well, is that really an argument? If the kid is going to be bullied that's because the parents of the other children are bigoted and they have instilled that bigotry on their bully-kid. Kids are bullied everyday for being black, Muslim, Asian, tall, short, ginger etc etc. Does that mean we should take them away from their black, Muslim or ginger parents? The reality is, these kids are spending their life in an orphanage. I find it funny how people who are otherwise unwilling to adopt them, think that they have the right to obstruct others who do. And they justify it with an array of bigoted crap. And all this time, those kids remain in the orphanage, when they could be in the hands of very loving, very caring, very responsible people who could give them a much better life, a much better education and much more to experience."	FAVOR
689	gayRights	There is only one thing I think should be considered here: equality.And the Civil Rights Act, which I'm pretty sure demanded respect for people, no matter what sexuality.	FAVOR
690	gayRights	" Civil marriages don not interfere with a Church's freedom to deny its own marriage services to gays"	FAVOR
691	gayRights	Did you ever try to find out why your   mother   is an alcoholic? Did you ever consider the ammount of love she has in her heart for you and that she knows shes a failure....WHAT HAPPENED TO THE LOVE that the homosexual community profess to have. Love your Mom and honor her no matter what kind of a mother she is and you will receive a blessing. No ones mother was ever perfect and you are fooling no one with the Im better without her and   college   is making me so happy. BS. You are hurting because you didnt get the love you needed in life and that was unfair to you. You want your mother to be what you need her to be and your child inside is crying to have her hold you and tell you that she loves you and you want to be able to trust and believe that you can rely on her and not be disappointed by her. Believe me she wants that too. If I was you Id grow and take your life into your own hands and make up with her even if you know she will never be reliable as a mother because someday she wont be there and you will regret not having had the nerve to walk up to her and say I FORGIVE YOU MOM...and until then dont blame the world for your chips and insecurities...YOU CHOOSE THE LIFE YOU WANT TO CHOOSE just be adult enough to own it. Gd bless you. Find a   church  . Quit drowning your sorrows in   alcohol   and partying, they wont go away that way and youll only compound your pain and suffering. Thats my motherly   advice   to you.	AGAINST
